1744662588.156057 server started (2863): version 3.4, socket /tmp/tmux-1000/default, protocol 8
1744662588.156071 on Linux 5.15.167.4-microsoft-standard-WSL2 #1 SMP Tue Nov 5 00:21:55 UTC 2024
1744662588.156075 using libevent 2.1.12-stable poll
1744662588.156077 using ncurses 6.4 20240113
1744662588.213929 client 0x559a326eb6d0 IDENTIFY_ENVIRON PATH=/home/charly/.local/bin:/home/charly/.local/bin:/home/linuxbrew/.linuxbrew/bin:/home/linuxbrew/.linuxbrew/sbin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.8/bin:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.8/libnvvp:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.7/bin:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.7/libnvvp:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files (x86)/NVIDIA Corporation/PhysX/Common:/mnt/c/ProgramData/chocolatey/bin:/mnt/c/Program Files/Git/cmd:/mnt/c/Program Files/NVIDIA Corporation/Nsight Compute 2022.3.0/:/mnt/c/Program Files (x86)/Windows Kits/10/Windows Performance Toolkit/:/mnt/c/Program Files/dotnet/:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA app/NvDLISR:/mnt/c/Program Files/Docker/Docker/resources/bin:/mnt/c/Program Files/Neovim/bin:/mnt/c/Program Files/Go/bin:/mnt/c/Users/charl/AppData/Local/Microsoft/WindowsApps:/mnt/d/Programs/Hyper/resources/bin:/mnt/f/Programs/miktex/bin/x64/:/mnt/c/Users/charl/AppData/Local/GitHubDesktop/bin:/mnt/c/Users/charl/AppData/Local/Programs/Microsoft VS Code/bin:/mnt/c/Users/charl/AppData/Roaming/sh.loft.devpod/bin:/mnt/c/Users/charl/go/bin:/snap/bin:/home/linuxbrew/.linuxbrew/bin
1744662588.213932 peer 0x559a326ee830 message 105
1744662588.213933 client 0x559a326eb6d0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1744662588.213937 peer 0x559a326ee830 message 105
1744662588.213938 client 0x559a326eb6d0 IDENTIFY_ENVIRON HOSTTYPE=x86_64
1744662588.213940 peer 0x559a326ee830 message 105
1744662588.213941 client 0x559a326eb6d0 IDENTIFY_ENVIRON wg_user_host=#[fg=]#(whoami)#[default]@#H
1744662588.213943 peer 0x559a326ee830 message 105
1744662588.213945 client 0x559a326eb6d0 IDENTIFY_ENVIRON PULSE_SERVER=unix:/mnt/wslg/PulseServer
1744662588.213946 peer 0x559a326ee830 message 105
1744662588.213948 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_status_bg=colour238
1744662588.213949 peer 0x559a326ee830 message 105
1744662588.213951 client 0x559a326eb6d0 IDENTIFY_ENVIRON OLDPWD=/mnt/c/Users/charl
1744662588.213953 peer 0x559a326ee830 message 105
1744662588.213954 client 0x559a326eb6d0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1744662588.213956 peer 0x559a326ee830 message 106
1744662588.213958 client 0x559a326eb6d0 name is client-2889
1744662588.213961 cmdq_next <global>: waiting
1744662588.213962 cmdq_next </dev/pts/0>: waiting
1744662588.213964 cmdq_next <client-2889>: empty
1744662588.213977 peer 0x559a326ee830 message 200
1744662588.213980 cmd_unpack_argv: argv[0]=bind-key
1744662588.213981 cmd_unpack_argv: argv[1]=M-u
1744662588.213983 cmd_unpack_argv: argv[2]=run-shell
1744662588.213984 cmd_unpack_argv: argv[3]=/home/charly/.tmux/plugins/tpm/bindings/clean_plugins
1744662588.213987 cmd_parse_build_commands 0:0: bind-key
1744662588.213988 cmd_parse_build_commands 0:1: M-u
1744662588.213990 cmd_parse_build_commands 0:2: run-shell
1744662588.213991 cmd_parse_build_commands 0:3: /home/charly/.tmux/plugins/tpm/bindings/clean_plugins
1744662588.213994 args_parse_flags: next M-u
1744662588.213995 args_parse: flags end at 1 of 4
1744662588.213997 args_parse: 1 = M-u (type STRING)
1744662588.213998 args_parse: 2 = run-shell (type STRING)
1744662588.214000 args_parse: 3 = /home/charly/.tmux/plugins/tpm/bindings/clean_plugins (type STRING)
1744662588.214005 cmd_parse_build_commands: bind-key M-u run-shell /home/charly/.tmux/plugins/tpm/bindings/clean_plugins
1744662588.214008 cmdq_get_command: [bind-key/0x559a326ee470] group 2824
1744662588.214010 cmdq_append <client-2889>: [bind-key/0x559a326ee470]
1744662588.214012 cmdq_append <client-2889>: [server_client_command_done/0x559a326c0e90]
1744662588.214014 cmdq_next <global>: waiting
1744662588.214015 cmdq_next </dev/pts/0>: waiting
1744662588.214017 cmdq_next <client-2889>: enter
1744662588.214018 cmdq_next <client-2889>: [bind-key/0x559a326ee470] (0), flags 0
1744662588.214020 cmd_find_best_session: 0 sessions to try
1744662588.214022 cmd_find_current_client: no target, return (nil)
1744662588.214024 cmd_find_best_session: 0 sessions to try
1744662588.214025 cmd_find_best_session: 0 sessions to try
1744662588.214028 cmd_parse_build_commands 0:0: run-shell
1744662588.214029 cmd_parse_build_commands 0:1: /home/charly/.tmux/plugins/tpm/bindings/clean_plugins
1744662588.214032 args_parse_flags: next /home/charly/.tmux/plugins/tpm/bindings/clean_plugins
1744662588.214034 args_parse: flags end at 1 of 2
1744662588.214035 args_parse: 1 = /home/charly/.tmux/plugins/tpm/bindings/clean_plugins (type STRING)
1744662588.214038 cmd_parse_build_commands: run-shell /home/charly/.tmux/plugins/tpm/bindings/clean_plugins
1744662588.214043 key_bindings_add: 0x100000000075 M-u = run-shell /home/charly/.tmux/plugins/tpm/bindings/clean_plugins
1744662588.214045 cmd_find_best_session: 0 sessions to try
1744662588.214046 unref client 0x559a326eb6d0 (3 references)
1744662588.214048 cmdq_next <client-2889>: [server_client_command_done/0x559a326c0e90] (1), flags 0
1744662588.214059 unref client 0x559a326eb6d0 (2 references)
1744662588.214063 cmdq_next <client-2889>: exit (empty)
1744662588.214065 cmdq_next <global>: waiting
1744662588.214066 cmdq_next </dev/pts/0>: waiting
1744662588.214067 cmdq_next <client-2889>: empty
1744662588.214069 sending message 203 to peer 0x559a326ee830 (4 bytes)
1744662588.214093 cmdq_next <global>: waiting
1744662588.214097 cmdq_next </dev/pts/0>: waiting
1744662588.214102 cmdq_next <client-2889>: empty
1744662588.214324 lost client 0x559a326eb6d0
1744662588.214334 remove peer 0x559a326ee830
1744662588.214341 unref client 0x559a326eb6d0 (1 references)
1744662588.214344 free client 0x559a326eb6d0 (0 references)
1744662588.214346 cmdq_next <global>: waiting
1744662588.214348 cmdq_next </dev/pts/0>: waiting
1744662588.219775 add peer 0x559a326ee830: 10 (0x559a326eb6d0)
1744662588.219786 new client 0x559a326eb6d0
1744662588.219789 cmdq_next <global>: waiting
1744662588.219791 cmdq_next </dev/pts/0>: waiting
1744662588.219815 peer 0x559a326ee830 message 100
1744662588.219818 client 0x559a326eb6d0 IDENTIFY_FLAGS 0x10010000
1744662588.219820 peer 0x559a326ee830 message 111
1744662588.219822 client 0x559a326eb6d0 IDENTIFY_LONGFLAGS 0x10010000
1744662588.219823 peer 0x559a326ee830 message 101
1744662588.219825 client 0x559a326eb6d0 IDENTIFY_TERM xterm-256color
1744662588.219826 peer 0x559a326ee830 message 109
1744662588.219828 client 0x559a326eb6d0 IDENTIFY_FEATURES 
1744662588.219829 peer 0x559a326ee830 message 102
1744662588.219831 client 0x559a326eb6d0 IDENTIFY_TTYNAME 
1744662588.219832 peer 0x559a326ee830 message 108
1744662588.219836 client 0x559a326eb6d0 IDENTIFY_CWD /home/charly/dotfiles
1744662588.219838 peer 0x559a326ee830 message 104
1744662588.219839 client 0x559a326eb6d0 IDENTIFY_STDIN 11
1744662588.219841 cmdq_next <global>: waiting
1744662588.219843 cmdq_next </dev/pts/0>: waiting
1744662588.219857 peer 0x559a326ee830 message 110
1744662588.219859 client 0x559a326eb6d0 IDENTIFY_STDOUT 12
1744662588.219860 peer 0x559a326ee830 message 107
1744662588.219862 client 0x559a326eb6d0 IDENTIFY_CLIENTPID 2895
1744662588.219863 peer 0x559a326ee830 message 105
1744662588.219865 client 0x559a326eb6d0 IDENTIFY_ENVIRON SHELL=/bin/zsh
1744662588.219867 peer 0x559a326ee830 message 105
1744662588.219869 client 0x559a326eb6d0 IDENTIFY_ENVIRON LSCOLORS=Gxfxcxdxbxegedabagacad
1744662588.219870 peer 0x559a326ee830 message 105
1744662588.219872 client 0x559a326eb6d0 IDENTIFY_ENVIRON LESS=-R
1744662588.219874 peer 0x559a326ee830 message 105
1744662588.219875 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL2_GUI_APPS_ENABLED=1
1744662588.219877 peer 0x559a326ee830 message 105
1744662588.219879 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL_DISTRO_NAME=Ubuntu-24.04
1744662588.219880 peer 0x559a326ee830 message 105
1744662588.219882 client 0x559a326eb6d0 IDENTIFY_ENVIRON TMUX=/tmp/tmux-1000/default,2863,-1
1744662588.219883 peer 0x559a326ee830 message 105
1744662588.219885 client 0x559a326eb6d0 IDENTIFY_ENVIRON HISTSIZE=10000000
1744662588.219886 peer 0x559a326ee830 message 105
1744662588.219888 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_status_current_bg=colour254
1744662588.219890 peer 0x559a326ee830 message 105
1744662588.219892 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_dark=colour000
1744662588.219893 peer 0x559a326ee830 message 105
1744662588.219895 client 0x559a326eb6d0 IDENTIFY_ENVIRON NAME=CarlosOfficePC
1744662588.219896 peer 0x559a326ee830 message 105
1744662588.219898 client 0x559a326eb6d0 IDENTIFY_ENVIRON PWD=/home/charly/dotfiles
1744662588.219900 peer 0x559a326ee830 message 105
1744662588.219902 client 0x559a326eb6d0 IDENTIFY_ENVIRON LOGNAME=charly
1744662588.219903 peer 0x559a326ee830 message 105
1744662588.219905 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_indicator=colour088
1744662588.219907 peer 0x559a326ee830 message 105
1744662588.219908 client 0x559a326eb6d0 IDENTIFY_ENVIRON HOME=/home/charly
1744662588.219910 peer 0x559a326ee830 message 105
1744662588.219911 client 0x559a326eb6d0 IDENTIFY_ENVIRON LANG=C.UTF-8
1744662588.219913 peer 0x559a326ee830 message 105
1744662588.219915 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSL_INTEROP=/run/WSL/522_interop
1744662588.219917 peer 0x559a326ee830 message 105
1744662588.219929 client 0x559a326eb6d0 IDENTIFY_ENVIRON LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=00:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.avif=01;35:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.webp=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:*~=00;90:*#=00;90:*.bak=00;90:*.crdownload=00;90:*.dpkg-dist=00;90:*.dpkg-new=00;90:*.dpkg-old=00;90:*.dpkg-tmp=00;90:*.old=00;90:*.orig=00;90:*.part=00;90:*.rej=00;90:*.rpmnew=00;90:*.rpmorig=00;90:*.rpmsave=00;90:*.swp=00;90:*.tmp=00;90:*.ucf-dist=00;90:*.ucf-new=00;90:*.ucf-old=00;90:
1744662588.219937 peer 0x559a326ee830 message 105
1744662588.219939 client 0x559a326eb6d0 IDENTIFY_ENVIRON WAYLAND_DISPLAY=wayland-0
1744662588.219941 peer 0x559a326ee830 message 105
1744662588.219943 client 0x559a326eb6d0 IDENTIFY_ENVIRON SAVEHIST=10000000
1744662588.219944 peer 0x559a326ee830 message 105
1744662588.219946 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_session_text=
1744662588.219947 peer 0x559a326ee830 message 105
1744662588.219949 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_warn=
1744662588.219951 peer 0x559a326ee830 message 105
1744662588.219952 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_status_text=colour245
1744662588.219954 peer 0x559a326ee830 message 105
1744662588.219955 client 0x559a326eb6d0 IDENTIFY_ENVIRON TERM=xterm-256color
1744662588.219957 peer 0x559a326ee830 message 105
1744662588.219958 client 0x559a326eb6d0 IDENTIFY_ENVIRON ZSH=/home/charly/.oh-my-zsh
1744662588.219960 peer 0x559a326ee830 message 105
1744662588.219962 client 0x559a326eb6d0 IDENTIFY_ENVIRON USER=charly
1744662588.219963 peer 0x559a326ee830 message 105
1744662588.219965 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_ok=
1744662588.219966 peer 0x559a326ee830 message 105
1744662588.219968 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_light=colour255
1744662588.219969 peer 0x559a326ee830 message 105
1744662588.219971 client 0x559a326eb6d0 IDENTIFY_ENVIRON DISPLAY=:0
1744662588.219972 peer 0x559a326ee830 message 105
1744662588.219974 client 0x559a326eb6d0 IDENTIFY_ENVIRON SHLVL=3
1744662588.219975 peer 0x559a326ee830 message 105
1744662588.219977 client 0x559a326eb6d0 IDENTIFY_ENVIRON PAGER=less
1744662588.219978 peer 0x559a326ee830 message 105
1744662588.219980 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_main=
1744662588.219981 peer 0x559a326ee830 message 105
1744662588.219983 client 0x559a326eb6d0 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000/
1744662588.219984 peer 0x559a326ee830 message 105
1744662588.219986 client 0x559a326eb6d0 IDENTIFY_ENVIRON WSLENV=
1744662588.219988 peer 0x559a326ee830 message 105
1744662588.219989 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_level_stress=
1744662588.219991 peer 0x559a326ee830 message 105
1744662588.219993 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_secondary=
1744662588.219995 peer 0x559a326ee830 message 105
1744662588.220004 client 0x559a326eb6d0 IDENTIFY_ENVIRON PATH=/home/charly/.local/bin:/home/charly/.local/bin:/home/linuxbrew/.linuxbrew/bin:/home/linuxbrew/.linuxbrew/sbin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/usr/lib/wsl/lib:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.8/bin:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.8/libnvvp:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.7/bin:/mnt/c/Program Files/NVIDIA GPU Computing Toolkit/CUDA/v11.7/libnvvp:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files (x86)/NVIDIA Corporation/PhysX/Common:/mnt/c/ProgramData/chocolatey/bin:/mnt/c/Program Files/Git/cmd:/mnt/c/Program Files/NVIDIA Corporation/Nsight Compute 2022.3.0/:/mnt/c/Program Files (x86)/Windows Kits/10/Windows Performance Toolkit/:/mnt/c/Program Files/dotnet/:/mnt/c/WINDOWS/system32:/mnt/c/WINDOWS:/mnt/c/WINDOWS/System32/Wbem:/mnt/c/WINDOWS/System32/WindowsPowerShell/v1.0/:/mnt/c/WINDOWS/System32/OpenSSH/:/mnt/c/Program Files/NVIDIA Corporation/NVIDIA app/NvDLISR:/mnt/c/Program Files/Docker/Docker/resources/bin:/mnt/c/Program Files/Neovim/bin:/mnt/c/Program Files/Go/bin:/mnt/c/Users/charl/AppData/Local/Microsoft/WindowsApps:/mnt/d/Programs/Hyper/resources/bin:/mnt/f/Programs/miktex/bin/x64/:/mnt/c/Users/charl/AppData/Local/GitHubDesktop/bin:/mnt/c/Users/charl/AppData/Local/Programs/Microsoft VS Code/bin:/mnt/c/Users/charl/AppData/Roaming/sh.loft.devpod/bin:/mnt/c/Users/charl/go/bin:/snap/bin:/home/linuxbrew/.linuxbrew/bin
1744662588.220009 peer 0x559a326ee830 message 105
1744662588.220011 client 0x559a326eb6d0 IDENTIFY_ENVIRON DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus
1744662588.220012 peer 0x559a326ee830 message 105
1744662588.220014 client 0x559a326eb6d0 IDENTIFY_ENVIRON HOSTTYPE=x86_64
1744662588.220015 peer 0x559a326ee830 message 105
1744662588.220017 client 0x559a326eb6d0 IDENTIFY_ENVIRON wg_user_host=#[fg=]#(whoami)#[default]@#H
1744662588.220019 peer 0x559a326ee830 message 105
1744662588.220021 client 0x559a326eb6d0 IDENTIFY_ENVIRON PULSE_SERVER=unix:/mnt/wslg/PulseServer
1744662588.220022 peer 0x559a326ee830 message 105
1744662588.220024 client 0x559a326eb6d0 IDENTIFY_ENVIRON color_window_off_status_bg=colour238
1744662588.220025 peer 0x559a326ee830 message 105
1744662588.220027 client 0x559a326eb6d0 IDENTIFY_ENVIRON OLDPWD=/mnt/c/Users/charl
1744662588.220028 peer 0x559a326ee830 message 105
1744662588.220030 client 0x559a326eb6d0 IDENTIFY_ENVIRON _=/usr/bin/tmux
1744662588.220032 peer 0x559a326ee830 message 106
1744662588.220033 client 0x559a326eb6d0 name is client-2895
1744662588.220036 cmdq_next <global>: waiting
1744662588.220038 cmdq_next </dev/pts/0>: waiting
1744662588.220039 cmdq_next <client-2895>: empty
1744662588.220052 peer 0x559a326ee830 message 200
1744662588.220055 cmd_unpack_argv: argv[0]=start-server;
1744662588.220056 cmd_unpack_argv: argv[1]=show-environment
1744662588.220057 cmd_unpack_argv: argv[2]=-g
1744662588.220059 cmd_unpack_argv: argv[3]=TMUX_PLUGIN_MANAGER_PATH
1744662588.220062 cmd_parse_build_commands 0:0: start-server
1744662588.220063 cmd_parse_build_commands 1:0: show-environment
1744662588.220064 cmd_parse_build_commands 1:1: -g
1744662588.220066 cmd_parse_build_commands 1:2: TMUX_PLUGIN_MANAGER_PATH
1744662588.220070 args_parse: flags end at 1 of 1
1744662588.220073 args_parse_flags: next -g
1744662588.220075 args_parse_flags: -g
1744662588.220076 args_parse_flags: next TMUX_PLUGIN_MANAGER_PATH
1744662588.220078 args_parse: flags end at 2 of 3
1744662588.220079 args_parse: 2 = TMUX_PLUGIN_MANAGER_PATH (type STRING)
1744662588.220083 cmd_parse_build_commands: start-server ; show-environment -g TMUX_PLUGIN_MANAGER_PATH
1744662588.220086 cmdq_get_command: [start-server/0x559a326ee470] group 2832
1744662588.220088 cmdq_get_command: [show-environment/0x559a326afe70] group 2832
1744662588.220090 cmdq_append <client-2895>: [start-server/0x559a326ee470]
1744662588.220091 cmdq_append <client-2895>: [show-environment/0x559a326afe70]
1744662588.220093 cmdq_append <client-2895>: [server_client_command_done/0x559a326aad70]
1744662588.220095 cmdq_next <global>: waiting
1744662588.220099 cmdq_next </dev/pts/0>: waiting
1744662588.220100 cmdq_next <client-2895>: enter
1744662588.220102 cmdq_next <client-2895>: [start-server/0x559a326ee470] (0), flags 0
1744662588.220104 cmd_find_best_session: 0 sessions to try
1744662588.220105 cmd_find_current_client: no target, return (nil)
1744662588.220107 cmd_find_best_session: 0 sessions to try
1744662588.220109 cmd_find_best_session: 0 sessions to try
1744662588.220110 unref client 0x559a326eb6d0 (4 references)
1744662588.220112 cmdq_next <client-2895>: [show-environment/0x559a326afe70] (0), flags 0
1744662588.220113 cmd_find_best_session: 0 sessions to try
1744662588.220115 cmd_find_current_client: no target, return (nil)
1744662588.220116 cmd_find_best_session: 0 sessions to try
1744662588.220119 cmd_find_target: target none, type session, item 0x559a326afe70, flags QUIET,CANFAIL
1744662588.220120 cmd_find_best_session: 0 sessions to try
1744662588.220122 cmd_find_target: error
1744662588.220126 server_client_print: TMUX_PLUGIN_MANAGER_PATH=/home/charly/.tmux/plugins/
1744662588.220129 sending message 303 to peer 0x559a326ee830 (12 bytes)
1744662588.220131 cmd_find_best_session: 0 sessions to try
1744662588.220133 unref client 0x559a326eb6d0 (4 references)
1744662588.220135 cmdq_next <client-2895>: [server_client_command_done/0x559a326aad70] (1), flags 0
1744662588.220137 unref client 0x559a326eb6d0 (3 references)
1744662588.220138 cmdq_next <client-2895>: exit (empty)
1744662588.220139 cmdq_next <global>: waiting
1744662588.220141 cmdq_next </dev/pts/0>: waiting
1744662588.220142 cmdq_next <client-2895>: empty
1744662588.220164 cmdq_next <global>: waiting
1744662588.220168 cmdq_next </dev/pts/0>: waiting
1744662588.220170 cmdq_next <client-2895>: empty
1744662588.220313 peer 0x559a326ee830 message 305
1744662588.220319 sending message 304 to peer 0x559a326ee830 (57 bytes)
1744662588.220322 file 1 sent 53, left 0
1744662588.220325 cmdq_next <global>: waiting
1744662588.220326 cmdq_next </dev/pts/0>: waiting
1744662588.220328 cmdq_next <client-2895>: empty
1744662588.220329 sending message 203 to peer 0x559a326ee830 (4 bytes)
1744662588.220351 cmdq_next <global>: waiting
1744662588.220356 cmdq_next </dev/pts/0>: waiting
1744662588.220357 cmdq_next <client-2895>: empty
1744662588.220604 lost client 0x559a326eb6d0
1744662588.220616 remove peer 0x559a326ee830
1744662588.220624 unref client 0x559a326eb6d0 (2 references)
1744662588.220627 unref client 0x559a326eb6d0 (1 references)
1744662588.220629 free client 0x559a326eb6d0 (0 references)
1744662588.220631 cmdq_next <global>: waiting
1744662588.220633 cmdq_next </dev/pts/0>: waiting
1744662588.223040 add peer 0x559a326ee830: 10 (0x559a326eb6d0)
1744662588.223053 new client 0x559a326eb6d0
1744662588.223056 cmdq_next <global>: waiting
1744662588.223058 cmdq_next </dev/pts/0>: waiting
1744662588.223085 peer 0x559a326ee830 message 100
1744662588.223088 client 0x559a326eb6d0 IDENTIFY_FLAGS 0x10010000
1744662588.223090 peer 0x559a326ee830 message 111
1744662588.223091 client 0x559a326eb6d0 IDENTIFY_LONGFLAGS 0x10010000
1744662588.223093 peer 0x559a326ee830 message 101
1744662588.223094 client 0x559a326eb6d0 IDENTIFY_TERM xterm-256color
1744662588.223096 peer 0x559a326ee830 message 109
1744662588.223098 client 0x559a326eb6d0 IDENTIFY_FEATURES 
1744662588.223099 peer 0x559a326ee830 message 102
1744662588.223100 client 0x559a326eb6d0 IDENTIFY_TTYNAME 
1744662588.223102 peer 0x559a326ee830 message 108
1744662588.223106 client 0x559a326eb6d0 IDENTIFY_CWD /home/charly/dotfiles
1744662588.223108 peer 0x559a326ee830 message 104
1744662588.223109 client 0x559a326eb6d0 IDENTIFY_STDIN 11
1744662588.223111 cmdq_next <global>: waiting
1744662588.223113 cmdq_next </dev/pts/0>: waiting
